Sim Time (s),Speed (km/h),Acceleration (m/s²),Distance (m),Lap,Mode,Power (W),Energy Used (Wh),Drag (N),Rolling Resistance (N)
361.00,35.07,-0.26,3386.65,1,performance,0.00,49.78,10.23,33.35
362.00,34.14,-0.26,3396.26,1,performance,0.00,49.78,9.70,33.35
363.00,37.47,0.92,3406.21,1,performance,2081.52,50.31,11.68,33.35
364.00,36.51,-0.26,3416.49,1,performance,0.00,50.31,11.09,33.35
365.00,35.57,-0.26,3426.50,1,performance,0.00,50.31,10.53,33.35
366.00,34.64,-0.26,3436.25,1,performance,0.00,50.31,9.98,33.35
367.00,33.73,-0.25,3445.75,1,performance,0.00,50.31,9.46,33.35
368.00,37.05,0.92,3455.58,1,performance,2058.57,50.83,11.42,33.35
369.00,36.11,-0.26,3465.74,1,performance,0.00,50.83,10.84,33.35
370.00,35.17,-0.26,3475.64,1,performance,0.00,50.83,10.29,33.35
371.00,34.25,-0.26,3485.28,1,performance,0.00,50.83,9.76,33.35
372.00,33.33,-0.25,3494.66,1,performance,0.00,50.83,9.24,33.35
373.00,36.67,0.93,3504.39,1,performance,2037.02,51.34,11.18,33.35
374.00,35.72,-0.26,3514.44,1,performance,0.00,51.34,10.61,33.35
375.00,34.79,-0.26,3524.23,1,performance,0.00,51.34,10.07,33.35
376.00,33.87,-0.26,3533.77,1,performance,0.00,51.34,9.54,33.35
377.00,37.20,0.92,3543.64,1,performance,2066.64,51.87,11.51,33.35
378.00,36.25,-0.26,3553.84,1,performance,0.00,51.87,10.93,33.35
379.00,35.31,-0.26,3563.78,1,performance,0.00,51.87,10.37,33.35
380.00,34.39,-0.26,3573.46,1,performance,0.00,51.87,9.83,33.35
381.00,33.47,-0.25,3582.89,1,performance,0.00,51.87,9.32,33.35
382.00,36.80,0.93,3592.65,1,performance,2044.60,52.38,11.27,33.35
383.00,35.86,-0.26,3602.74,1,performance,0.00,52.38,10.70,33.35
384.00,34.93,-0.26,3612.57,1,performance,0.00,52.38,10.15,33.35
385.00,34.00,-0.26,3622.14,1,performance,0.00,52.38,9.62,33.35
386.00,37.33,0.92,3632.05,1,performance,2073.84,52.91,11.59,33.35
387.00,36.38,-0.26,3642.29,1,performance,0.00,52.91,11.01,33.35
388.00,35.44,-0.26,3652.26,1,performance,0.00,52.91,10.45,33.35
389.00,34.51,-0.26,3661.98,1,performance,0.00,52.91,9.91,33.35
390.00,33.59,-0.25,3671.44,1,performance,0.00,52.91,9.39,33.35
391.00,36.92,0.93,3681.23,2,performance,2051.36,53.43,11.34,33.35
392.00,33.86,-0.85,3691.06,2,performance,0.00,53.43,9.54,33.35
393.00,37.19,0.92,3700.93,2,performance,2065.97,53.95,11.50,33.35
394.00,36.24,-0.26,3711.13,2,performance,0.00,53.95,10.92,33.35
395.00,35.30,-0.26,3721.06,2,performance,0.00,53.95,10.36,33.35
396.00,34.37,-0.26,3730.74,2,performance,0.00,53.95,9.83,33.35
397.00,33.46,-0.25,3740.16,2,performance,0.00,53.95,9.31,33.35
398.00,36.79,0.93,3749.92,2,performance,2043.97,54.47,11.26,33.35
399.00,35.85,-0.26,3760.01,2,performance,0.00,54.47,10.69,33.35
400.00,34.91,-0.26,3769.83,2,performance,0.00,54.47,10.14,33.35
401.00,33.99,-0.26,3779.41,2,performance,0.00,54.47,9.61,33.35
402.00,37.32,0.92,3789.31,2,performance,2073.24,54.99,11.58,33.35
403.00,36.37,-0.26,3799.54,2,performance,0.00,54.99,11.00,33.35
404.00,35.43,-0.26,3809.52,2,performance,0.00,54.99,10.44,33.35
405.00,34.50,-0.26,3819.23,2,performance,0.00,54.99,9.90,33.35
406.00,33.58,-0.25,3828.68,2,performance,0.00,54.99,9.38,33.35
407.00,36.91,0.93,3838.47,2,performance,2050.80,55.51,11.33,33.35
408.00,35.97,-0.26,3848.60,2,performance,0.00,55.51,10.76,33.35
409.00,35.03,-0.26,3858.46,2,performance,0.00,55.51,10.21,33.35
410.00,34.11,-0.26,3868.06,2,performance,0.00,55.51,9.68,33.35
411.00,37.44,0.92,3878.00,2,performance,2079.74,56.04,11.66,33.35
412.00,36.48,-0.26,3888.27,2,performance,0.00,56.04,11.07,33.35
413.00,35.54,-0.26,3898.27,2,performance,0.00,56.04,10.51,33.35
414.00,34.61,-0.26,3908.01,2,performance,0.00,56.04,9.97,33.35
415.00,33.70,-0.25,3917.50,2,performance,0.00,56.04,9.44,33.35
416.00,37.02,0.92,3927.32,2,performance,2056.90,56.56,11.40,33.35
417.00,36.08,-0.26,3937.47,2,performance,0.00,56.56,10.83,33.35
418.00,35.14,-0.26,3947.37,2,performance,0.00,56.56,10.27,33.35
419.00,34.22,-0.26,3957.00,2,performance,0.00,56.56,9.74,33.35
420.00,33.30,-0.25,3966.38,2,performance,0.00,56.56,9.23,33.35
421.00,36.64,0.93,3976.09,2,performance,2035.45,57.07,11.17,33.35
422.00,35.70,-0.26,3986.14,2,performance,0.00,57.07,10.60,33.35
423.00,34.76,-0.26,3995.92,2,performance,0.00,57.07,10.05,33.35
424.00,33.85,-0.26,4005.45,2,performance,0.00,57.07,9.53,33.35
425.00,37.17,0.92,4015.32,2,performance,2065.14,57.59,11.49,33.35
426.00,36.22,-0.26,4025.51,2,performance,0.00,57.59,10.91,33.35
427.00,35.29,-0.26,4035.44,2,performance,0.00,57.59,10.36,33.35
428.00,34.36,-0.26,4045.12,2,performance,0.00,57.59,9.82,33.35
429.00,33.45,-0.25,4054.53,2,performance,0.00,57.59,9.30,33.35
430.00,36.78,0.93,4064.29,2,performance,2043.19,58.11,11.25,33.35
431.00,35.83,-0.26,4074.37,2,performance,0.00,58.11,10.68,33.35
432.00,34.90,-0.26,4084.19,2,performance,0.00,58.11,10.13,33.35
433.00,33.98,-0.26,4093.76,2,performance,0.00,58.11,9.60,33.35
434.00,37.31,0.92,4103.66,2,performance,2072.51,58.63,11.58,33.35
435.00,36.35,-0.26,4113.89,2,performance,0.00,58.63,10.99,33.35
436.00,35.41,-0.26,4123.86,2,performance,0.00,58.63,10.43,33.35
437.00,34.49,-0.26,4133.57,2,performance,0.00,58.63,9.89,33.35
438.00,33.57,-0.25,4143.02,2,performance,0.00,58.63,9.37,33.35
439.00,36.90,0.93,4152.81,2,performance,2050.11,59.15,11.33,33.35
440.00,35.96,-0.26,4162.93,2,performance,0.00,59.15,10.75,33.35
441.00,35.02,-0.26,4172.79,2,performance,0.00,59.15,10.20,33.35
442.00,34.10,-0.26,4182.39,2,performance,0.00,59.15,9.67,33.35
443.00,37.42,0.92,4192.32,2,performance,2079.09,59.68,11.65,33.35
444.00,36.47,-0.26,4202.58,2,performance,0.00,59.68,11.06,33.35
445.00,35.53,-0.26,4212.58,2,performance,0.00,59.68,10.50,33.35
446.00,34.60,-0.26,4222.32,2,performance,0.00,59.68,9.96,33.35
447.00,33.68,-0.25,4231.81,2,performance,0.00,59.68,9.44,33.35
448.00,37.01,0.92,4241.63,2,performance,2056.29,60.20,11.40,33.35
449.00,36.07,-0.26,4251.78,2,performance,0.00,60.20,10.82,33.35
450.00,35.13,-0.26,4261.67,2,performance,0.00,60.20,10.27,33.35
451.00,34.21,-0.26,4271.30,2,performance,0.00,60.20,9.73,33.35
452.00,33.29,-0.25,4280.67,2,performance,0.00,60.20,9.22,33.35
453.00,36.63,0.93,4290.38,2,performance,2034.87,60.71,11.16,33.35
454.00,35.69,-0.26,4300.43,2,performance,0.00,60.71,10.59,33.35
455.00,34.75,-0.26,4310.21,2,performance,0.00,60.71,10.05,33.35
456.00,33.84,-0.26,4319.73,2,performance,0.00,60.71,9.52,33.35
457.00,37.16,0.92,4329.60,2,performance,2064.59,61.23,11.49,33.35
458.00,36.21,-0.26,4339.79,2,performance,0.00,61.23,10.91,33.35
459.00,35.28,-0.26,4349.72,2,performance,0.00,61.23,10.35,33.35
460.00,34.35,-0.26,4359.39,2,performance,0.00,61.23,9.81,33.35
461.00,33.44,-0.25,4368.80,2,performance,0.00,61.23,9.30,33.35
462.00,36.77,0.93,4378.55,2,performance,2042.67,61.75,11.24,33.35
463.00,35.82,-0.26,4388.63,2,performance,0.00,61.75,10.67,33.35
464.00,34.89,-0.26,4398.46,2,performance,0.00,61.75,10.13,33.35
465.00,33.97,-0.26,4408.02,2,performance,0.00,61.75,9.60,33.35
466.00,37.30,0.92,4417.92,2,performance,2072.02,62.27,11.57,33.35
467.00,36.34,-0.26,4428.15,2,performance,0.00,62.27,10.99,33.35
468.00,35.41,-0.26,4438.11,2,performance,0.00,62.27,10.43,33.35
469.00,34.48,-0.26,4447.82,2,performance,0.00,62.27,9.89,33.35
470.00,33.56,-0.25,4457.27,2,performance,0.00,62.27,9.37,33.35
471.00,36.89,0.93,4467.05,2,performance,2049.65,62.79,11.32,33.35
472.00,35.95,-0.26,4477.17,2,performance,0.00,62.79,10.75,33.35
473.00,35.01,-0.26,4487.03,2,performance,0.00,62.79,10.20,33.35
474.00,34.09,-0.26,4496.62,2,performance,0.00,62.79,9.67,33.35
475.00,37.42,0.92,4506.55,2,performance,2078.65,63.32,11.64,33.35
476.00,36.46,-0.26,4516.82,2,performance,0.00,63.32,11.06,33.35
477.00,35.52,-0.26,4526.81,2,performance,0.00,63.32,10.50,33.35
478.00,34.59,-0.26,4536.55,2,performance,0.00,63.32,9.95,33.35
479.00,33.68,-0.25,4546.03,2,performance,0.00,63.32,9.43,33.35
480.00,37.01,0.92,4555.85,2,performance,2055.87,63.84,11.39,33.35
481.00,36.06,-0.26,4566.00,2,performance,0.00,63.84,10.81,33.35
482.00,35.12,-0.26,4575.88,2,performance,0.00,63.84,10.26,33.35
483.00,34.20,-0.26,4585.51,2,performance,0.00,63.84,9.73,33.35
484.00,37.52,0.92,4595.47,2,performance,2084.57,64.36,11.71,33.35
485.00,36.57,-0.27,4605.76,2,performance,0.00,64.36,11.12,33.35
486.00,35.63,-0.26,4615.79,2,performance,0.00,64.36,10.56,33.35
487.00,34.70,-0.26,4625.56,2,performance,0.00,64.36,10.01,33.35
488.00,33.78,-0.26,4635.07,2,performance,0.00,64.36,9.49,33.35
489.00,37.11,0.92,4644.91,2,performance,2061.43,64.89,11.45,33.35
490.00,36.16,-0.26,4655.09,2,performance,0.00,64.89,10.87,33.35
491.00,35.22,-0.26,4665.00,2,performance,0.00,64.89,10.32,33.35
492.00,34.30,-0.26,4674.66,2,performance,0.00,64.89,9.78,33.35
493.00,33.38,-0.25,4684.06,2,performance,0.00,64.89,9.27,33.35
494.00,36.71,0.93,4693.79,2,performance,2039.71,65.40,11.21,33.35
495.00,35.77,-0.26,4703.86,2,performance,0.00,65.40,10.64,33.35
496.00,34.84,-0.26,4713.67,2,performance,0.00,65.40,10.10,33.35
497.00,33.92,-0.26,4723.22,2,performance,0.00,65.40,9.57,33.35
498.00,37.25,0.92,4733.10,2,performance,2069.19,65.92,11.54,33.35
499.00,36.29,-0.26,4743.31,2,performance,0.00,65.92,10.96,33.35
500.00,35.36,-0.26,4753.27,2,performance,0.00,65.92,10.40,33.35
501.00,34.43,-0.26,4762.96,2,performance,0.00,65.92,9.86,33.35
502.00,33.51,-0.25,4772.40,2,performance,0.00,65.92,9.34,33.35
503.00,36.85,0.93,4782.17,2,performance,2046.99,66.44,11.29,33.35
504.00,35.90,-0.26,4792.27,2,performance,0.00,66.44,10.72,33.35
505.00,34.97,-0.26,4802.11,2,performance,0.00,66.44,10.17,33.35
506.00,34.05,-0.26,4811.70,2,performance,0.00,66.44,9.64,33.35
507.00,37.37,0.92,4821.62,2,performance,2076.12,66.97,11.62,33.35
508.00,36.42,-0.26,4831.87,2,performance,0.00,66.97,11.03,33.35
509.00,35.48,-0.26,4841.85,2,performance,0.00,66.97,10.47,33.35
510.00,34.55,-0.26,4851.58,2,performance,0.00,66.97,9.93,33.35
511.00,33.61,-0.26,4861.04,2,performance,0.00,66.97,9.40,33.35
512.00,36.92,0.92,4870.84,2,performance,2050.94,67.49,11.34,33.35
513.00,35.72,-0.33,4880.93,2,performance,0.00,67.49,10.61,33.35
514.00,34.53,-0.33,4890.69,2,performance,0.00,67.49,9.92,33.35
515.00,33.34,-0.33,4900.11,2,performance,0.00,67.49,9.24,33.35
516.00,36.38,0.84,4909.79,2,performance,2020.96,68.00,11.01,33.35
517.00,34.84,-0.43,4919.69,2,performance,0.00,68.00,10.10,33.35
518.00,33.30,-0.43,4929.15,2,performance,0.00,68.00,9.23,33.35
519.00,36.00,0.75,4938.78,2,performance,2000.15,68.51,10.78,33.35
520.00,34.02,-0.55,4948.50,2,performance,0.00,68.51,9.62,33.35
521.00,36.27,0.62,4958.26,2,performance,2014.73,69.04,10.94,33.35
522.00,33.70,-0.71,4967.98,2,performance,0.00,69.04,9.45,33.35
523.00,35.37,0.46,4977.57,2,performance,1964.73,69.56,10.40,33.35
524.00,32.32,-0.85,4986.97,2,performance,0.00,69.56,8.69,33.35
525.00,33.55,0.34,4996.12,2,performance,1863.79,70.06,9.36,33.35
526.00,34.76,0.34,5005.61,2,performance,1931.19,70.57,10.05,33.35
527.00,31.72,-0.84,5014.84,2,performance,0.00,70.57,8.37,33.35
528.00,32.96,0.34,5023.83,2,performance,1831.03,71.06,9.04,33.35
529.00,0.00,0.34,5029.40,2,performance,0.00,71.57,0.00,33.35
530.00,3.53,0.98,5029.89,2,performance,196.05,71.57,0.10,33.35
531.00,7.06,0.98,5031.36,2,performance,391.99,71.63,0.41,33.35
532.00,10.58,0.98,5033.81,2,performance,587.55,71.74,0.93,33.35
533.00,14.09,0.97,5037.24,2,performance,782.51,71.90,1.65,33.35
534.00,17.58,0.97,5041.64,2,performance,976.63,72.12,2.57,33.35
535.00,21.05,0.97,5047.00,2,performance,1169.66,72.39,3.69,33.35
536.00,24.50,0.96,5053.33,2,performance,1361.37,72.71,4.99,33.35
537.00,27.93,0.95,5060.61,2,performance,1551.55,73.09,6.49,33.35
538.00,31.32,0.94,5068.84,2,performance,1739.97,73.52,8.16,33.35
539.00,34.68,0.93,5078.01,2,performance,1926.43,74.01,10.00,33.35
540.00,33.76,-0.26,5087.51,2,performance,0.00,74.01,9.48,33.35
541.00,37.09,0.92,5097.35,2,performance,2060.32,74.53,11.44,33.35
542.00,36.14,-0.26,5107.52,2,performance,0.00,74.53,10.86,33.35
543.00,35.20,-0.26,5117.43,2,performance,0.00,74.53,10.31,33.35
544.00,34.28,-0.26,5127.08,2,performance,0.00,74.53,9.77,33.35
545.00,33.36,-0.25,5136.47,2,performance,0.00,74.53,9.26,33.35
546.00,36.70,0.93,5146.20,2,performance,2038.66,75.04,11.20,33.35
547.00,35.75,-0.26,5156.26,2,performance,0.00,75.04,10.63,33.35
548.00,34.82,-0.26,5166.07,2,performance,0.00,75.04,10.09,33.35
549.00,33.90,-0.26,5175.61,2,performance,0.00,75.04,9.56,33.35
550.00,37.23,0.92,5185.49,2,performance,2068.20,75.56,11.53,33.35
551.00,36.28,-0.26,5195.70,2,performance,0.00,75.56,10.95,33.35
552.00,35.34,-0.26,5205.65,2,performance,0.00,75.56,10.39,33.35
553.00,34.41,-0.26,5215.33,2,performance,0.00,75.56,9.85,33.35
554.00,33.50,-0.25,5224.77,2,performance,0.00,75.56,9.33,33.35
555.00,36.83,0.93,5234.53,2,performance,2046.06,76.08,11.28,33.35
556.00,35.88,-0.26,5244.63,2,performance,0.00,76.08,10.71,33.35
557.00,34.95,-0.26,5254.47,2,performance,0.00,76.08,10.16,33.35
558.00,34.03,-0.26,5264.05,2,performance,0.00,76.08,9.63,33.35
559.00,37.35,0.92,5273.97,2,performance,2075.24,76.61,11.61,33.35
560.00,36.40,-0.26,5284.21,2,performance,0.00,76.61,11.02,33.35
561.00,35.46,-0.26,5294.19,2,performance,0.00,76.61,10.46,33.35
562.00,34.53,-0.26,5303.91,2,performance,0.00,76.61,9.92,33.35
563.00,33.62,-0.25,5313.38,2,performance,0.00,76.61,9.40,33.35
564.00,36.95,0.92,5323.18,2,performance,2052.67,77.13,11.36,33.35
565.00,36.00,-0.26,5333.31,2,performance,0.00,77.13,10.78,33.35
566.00,35.07,-0.26,5343.18,2,performance,0.00,77.13,10.23,33.35
567.00,34.14,-0.26,5352.79,2,performance,0.00,77.13,9.70,33.35
568.00,37.47,0.92,5362.74,2,performance,2081.52,77.65,11.68,33.35
569.00,36.51,-0.26,5373.02,2,performance,0.00,77.65,11.09,33.35
570.00,35.57,-0.26,5383.03,2,performance,0.00,77.65,10.53,33.35
571.00,34.64,-0.26,5392.78,2,performance,0.00,77.65,9.98,33.35
